WKT;FID
"POINT (116.414085 39.987723)";4724
"POINT (116.414907 39.988915)";4725
"POINT (116.414815 39.990262)";4726
"POINT (116.413742 39.989567)";4727
"POINT (116.413742 39.989567)";4728
"POINT (116.534512 39.831602)";4729
"POINT (116.534512 39.831602)";4730
"POINT (116.553655 39.828122)";4731
"POINT (116.553655 39.828122)";4732
"POINT (116.565232 39.825513)";4733
"POINT (116.565232 39.825513)";4734
"POINT (116.57559 39.832235)";4735
"POINT (116.57559 39.832235)";4736
"POINT (116.547283 39.940602)";4737
"POINT (116.545085 39.944465)";4738
"POINT (116.544268 39.943267)";4739
"POINT (116.538845 39.947593)";4740
"POINT (116.538063 39.947548)";4741
"POINT (116.537532 39.947165)";4742
"POINT (116.537532 39.947165)";4743
"POINT (116.458278 39.973258)";4744
"POINT (116.463655 39.971247)";4745
"POINT (116.463655 39.971247)";4746
"POINT (116.471115 39.978267)";4747
"POINT (116.471765 39.98369)";4748
"POINT (116.476848 39.982818)";4749
"POINT (116.476848 39.982818)";4750
"POINT (116.484598 39.989967)";4751
"POINT (116.484598 39.989967)";4752
"POINT (116.492183 39.997747)";4753
"POINT (116.495855 40.000907)";4754
"POINT (116.495855 40.000907)";4755
"POINT (116.504287 40.008407)";4756
"POINT (116.504287 40.008407)";4757
"POINT (116.511997 40.016082)";4758
"POINT (116.511997 40.016082)";4759
"POINT (116.517538 40.024418)";4760
"POINT (116.517538 40.024418)";4761
"POINT (116.52323 40.032783)";4762
"POINT (116.527753 40.039913)";4763
"POINT (116.527753 40.039913)";4764
"POINT (116.532152 40.049135)";4765
"POINT (116.532152 40.049135)";4766
"POINT (116.539527 40.05616)";4767
"POINT (116.546213 40.06085)";4768
"POINT (116.548052 40.06263)";4769
"POINT (116.548052 40.06263)";4770
"POINT (116.55052 40.072498)";4771
"POINT (116.55052 40.072498)";4772
"POINT (116.552162 40.082412)";4773
"POINT (116.553467 40.090605)";4774
"POINT (116.551197 40.091135)";4775
"POINT (116.551927 40.09535)";4776
"POINT (116.547642 40.0956)";4777
"POINT (116.54748 40.094905)";4778
"POINT (116.551893 40.095555)";4779
"POINT (116.551458 40.090905)";4780
"POINT (116.553467 40.090718)";4781
"POINT (116.553467 40.090718)";4782
"POINT (116.551837 40.080607)";4783
"POINT (116.55129 40.077372)";4784
"POINT (116.55053 40.072857)";4785
"POINT (116.549573 40.067747)";4786
"POINT (116.549275 40.065723)";4787
"POINT (116.549275 40.065723)";4788
"POINT (116.542655 40.05808)";4789
"POINT (116.542655 40.05808)";4790
"POINT (116.533668 40.05185)";4791
"POINT (116.533668 40.05185)";4792
"POINT (116.528807 40.043378)";4793
"POINT (116.528807 40.043378)";4794
"POINT (116.524067 40.034352)";4795
"POINT (116.524067 40.034352)";4796
"POINT (116.518507 40.026095)";4797
"POINT (116.518507 40.026095)";4798
"POINT (116.512365 40.01702)";4799
"POINT (116.512365 40.01702)";4800
"POINT (116.504777 40.008925)";4801
"POINT (116.504777 40.008925)";4802
"POINT (116.496055 40.002043)";4803
"POINT (116.490567 40.001615)";4804
"POINT (116.490567 40.001615)";4805
"POINT (116.482478 40.009573)";4806
"POINT (116.482478 40.009573)";4807
"POINT (116.470327 40.013855)";4808
"POINT (116.470327 40.013855)";4809
"POINT (116.456872 40.01386)";4810
"POINT (116.44806 40.016163)";4811
"POINT (116.449298 40.016332)";4812
"POINT (116.449298 40.016332)";4813
"POINT (116.446818 40.007512)";4814
"POINT (116.446818 40.007512)";4815
"POINT (116.443782 39.998677)";4816
"POINT (116.443782 39.998677)";4817
"POINT (116.43801 39.989753)";4818
"POINT (116.43801 39.989753)";4819
"POINT (116.424422 39.987753)";4820
"POINT (116.424422 39.987753)";4821
"POINT (116.412525 39.987448)";4822
"POINT (116.412525 39.987448)";4823
"POINT (116.400057 39.987128)";4824
"POINT (116.400057 39.987128)";4825
"POINT (116.388222 39.986777)";4826
"POINT (116.388222 39.986777)";4827
"POINT (116.375643 39.986367)";4828
"POINT (116.375643 39.986367)";4829
"POINT (116.363635 39.986042)";4830
"POINT (116.363635 39.986042)";4831
"POINT (116.35114 39.985697)";4832
"POINT (116.35114 39.985697)";4833
"POINT (116.337073 39.985265)";4834
"POINT (116.337073 39.985265)";4835
"POINT (116.32327 39.984623)";4836
"POINT (116.32327 39.984623)";4837
"POINT (116.311412 39.984287)";4838
"POINT (116.300223 39.984578)";4839
"POINT (116.302112 39.984542)";4840
"POINT (116.301947 39.981158)";4841
"POINT (116.30976 39.984595)";4842
"POINT (116.255752 39.98121)";4843
"POINT (116.309762 39.984595)";4844
"POINT (116.308713 39.984998)";4845
"POINT (116.309097 39.98349)";4846
"POINT (116.305382 39.984662)";4847
"POINT (116.300412 39.983763)";4848
"POINT (116.302915 39.983923)";4849
"POINT (116.302915 39.983923)";4850
"POINT (116.297375 39.997938)";4851
"POINT (116.297375 39.997938)";4852
"POINT (116.295905 40.008542)";4853
"POINT (116.296245 40.014333)";4854
"POINT (116.296245 40.014333)";4855
"POINT (116.306157 40.022383)";4856
"POINT (116.306157 40.022383)";4857
"POINT (116.308638 40.031713)";4858
"POINT (116.308638 40.031713)";4859
"POINT (116.309397 40.043162)";4860
"POINT (116.309735 40.04969)";4861
"POINT (116.309735 40.04969)";4862
"POINT (116.252165 39.976922)";4863
"POINT (116.252058 39.97713)";4864
"POINT (116.255252 39.980208)";4865
"POINT (116.291085 39.957612)";4866
"POINT (116.21805 39.804668)";4867
"POINT (116.291085 39.957612)";4868
"POINT (116.285623 39.948523)";4869
"POINT (116.285623 39.948523)";4870
"POINT (116.25988 39.894053)";4871
"POINT (116.25988 39.894053)";4872
"POINT (116.245303 39.890685)";4873
"POINT (116.245303 39.890685)";4874
"POINT (116.242083 39.878202)";4875
"POINT (116.242083 39.878202)";4876
"POINT (116.23911 39.865608)";4877
"POINT (116.23911 39.865608)";4878
"POINT (116.23646 39.854828)";4879
"POINT (116.23646 39.854828)";4880
"POINT (116.233707 39.844983)";4881
"POINT (116.233707 39.844983)";4882
"POINT (116.230272 39.834308)";4883
"POINT (116.230272 39.834308)";4884
"POINT (116.226867 39.825423)";4885
"POINT (116.226867 39.825423)";4886
"POINT (116.22217 39.814302)";4887
"POINT (116.24015 39.971665)";4888
"POINT (116.307532 39.983265)";4889
"POINT (116.24015 39.971665)";4890
"POINT (116.252242 39.971895)";4891
"POINT (116.256657 39.971938)";4892
"POINT (116.256657 39.971938)";4893
"POINT (116.269165 39.968608)";4894
"POINT (116.270182 39.967902)";4895
"POINT (116.269365 39.967138)";4896
"POINT (116.269365 39.967138)";4897
"POINT (116.279368 39.973942)";4898
"POINT (116.279368 39.973942)";4899
"POINT (116.287162 39.980997)";4900
"POINT (116.287162 39.980997)";4901
"POINT (116.29866 39.983735)";4902
"POINT (116.454625 39.904755)";4903
"POINT (116.306167 39.978893)";4904
"POINT (116.454618 39.90323)";4905
"POINT (116.454618 39.90323)";4906
"POINT (116.442175 39.90267)";4907
"POINT (116.43029 39.902748)";4908
"POINT (116.43029 39.902748)";4909
"POINT (116.429112 39.912065)";4910
"POINT (116.429112 39.912065)";4911
"POINT (116.4289 39.921122)";4912
"POINT (116.429098 39.922778)";4913
"POINT (116.439777 39.921715)";4914
"POINT (116.439837 39.920927)";4915
"POINT (116.44139 39.92083)";4916
"POINT (116.441813 39.921687)";4917
"POINT (116.44113 39.924315)";4918
"POINT (116.439657 39.929738)";4919
"POINT (116.439657 39.929738)";4920
"POINT (116.45154 39.929432)";4921
"POINT (116.443862 39.930758)";4922
"POINT (116.445068 39.930885)";4923
"POINT (116.444832 39.931602)";4924
"POINT (116.444832 39.931602)";4925
"POINT (116.453332 39.906773)";4926
"POINT (116.452922 39.906947)";4927
"POINT (116.453972 39.904938)";4928
"POINT (116.454558 39.902982)";4929
"POINT (116.45139 39.90308)";4930
"POINT (116.451662 39.905412)";4931
"POINT (116.4546 39.90516)";4932
"POINT (116.455207 39.903198)";4933
"POINT (116.455948 39.904798)";4934
"POINT (116.455948 39.904798)";4935
"POINT (116.455592 39.913825)";4936
"POINT (116.455592 39.913825)";4937
"POINT (116.455038 39.922828)";4938
"POINT (116.455038 39.922828)";4939
"POINT (116.455478 39.932343)";4940
"POINT (116.455478 39.932343)";4941
"POINT (116.455653 39.941515)";4942
"POINT (116.455653 39.941515)";4943
"POINT (116.45514 39.951382)";4944
"POINT (116.45514 39.951382)";4945
"POINT (116.445387 39.958368)";4946
"POINT (116.445387 39.958368)";4947
"POINT (116.436097 39.964427)";4948
"POINT (116.436097 39.964427)";4949
"POINT (116.42432 39.96806)";4950
"POINT (116.42432 39.96806)";4951
"POINT (116.411263 39.967727)";4952
"POINT (116.411263 39.967727)";4953
"POINT (116.399178 39.967432)";4954
"POINT (116.399178 39.967432)";4955
"POINT (116.387388 39.967113)";4956
"POINT (116.387388 39.967113)";4957
"POINT (116.375588 39.96682)";4958
"POINT (116.375588 39.96682)";4959
"POINT (116.362738 39.966535)";4960
"POINT (116.362738 39.966535)";4961
"POINT (116.350812 39.966408)";4962
"POINT (116.350812 39.966408)";4963
"POINT (116.338863 39.966368)";4964
"POINT (116.338863 39.966368)";4965
"POINT (116.326902 39.966257)";4966
"POINT (116.315318 39.96594)";4967
"POINT (116.311652 39.974195)";4968
"POINT (116.30681 39.974817)";4969
"POINT (116.307848 39.983843)";4970
"POINT (116.307992 39.979992)";4971
"POINT (116.30844 39.983908)";4972
"POINT (116.309788 39.98432)";4973
"POINT (116.300635 39.984213)";4974
"POINT (116.300635 39.984213)";4975
"POINT (116.288997 39.982622)";4976
"POINT (116.288997 39.982622)";4977
"POINT (116.281187 39.975803)";4978
"POINT (116.281187 39.975803)";4979
"POINT (116.270615 39.969747)";4980
"POINT (116.270615 39.969747)";4981
"POINT (116.268962 39.960165)";4982
"POINT (116.268905 39.955528)";4983
"POINT (116.261305 39.955658)";4984
"POINT (116.26903 39.955555)";4985
"POINT (116.26903 39.955555)";4986
"POINT (116.268473 39.945518)";4987
"POINT (116.268473 39.945518)";4988
"POINT (116.2682 39.934975)";4989
"POINT (116.2682 39.934975)";4990
"POINT (116.269077 39.925452)";4991
"POINT (116.269077 39.925452)";4992
"POINT (116.268595 39.915395)";4993
"POINT (116.268595 39.915395)";4994
"POINT (116.26786 39.904715)";4995
"POINT (116.26786 39.904715)";4996
"POINT (116.267817 39.895647)";4997
"POINT (116.267817 39.895647)";4998
"POINT (116.267983 39.885658)";4999
"POINT (116.267983 39.885658)";5000
"POINT (116.271285 39.875763)";5001
"POINT (116.271285 39.875763)";5002
"POINT (116.275793 39.867052)";5003
"POINT (116.275793 39.867052)";5004
"POINT (116.287487 39.864613)";5005
"POINT (116.28809 39.864547)";5006
"POINT (116.28808 39.861263)";5007
"POINT (116.288418 39.862582)";5008
"POINT (116.292672 39.862235)";5009
"POINT (116.292845 39.860233)";5010
"POINT (116.292633 39.861755)";5011
"POINT (116.288487 39.862547)";5012
"POINT (116.28817 39.864123)";5013
"POINT (116.28817 39.864123)";5014
"POINT (116.288785 39.873828)";5015
"POINT (116.28903 39.878585)";5016
"POINT (116.28903 39.878585)";5017
"POINT (116.276377 39.876038)";5018
"POINT (116.27197 39.873578)";5019
"POINT (116.27197 39.873578)";5020
"POINT (116.277188 39.86463)";5021
"POINT (116.277188 39.86463)";5022
"POINT (116.276938 39.855457)";5023
"POINT (116.276938 39.855457)";5024
"POINT (116.277472 39.846397)";5025
"POINT (116.277472 39.846397)";5026
"POINT (116.28054 39.836893)";5027
"POINT (116.2841 39.829438)";5028
"POINT (116.2841 39.829438)";5029
"POINT (116.283982 39.82025)";5030
"POINT (116.283982 39.82025)";5031
"POINT (116.285353 39.810737)";5032
"POINT (116.287047 39.806915)";5033
"POINT (116.279583 39.803947)";5034
"POINT (116.284327 39.795813)";5035
"POINT (116.283958 39.795212)";5036
"POINT (116.284308 39.793905)";5037
"POINT (116.286733 39.794748)";5038
"POINT (116.284475 39.793853)";5039
"POINT (116.28395 39.79558)";5040
"POINT (116.284583 39.79634)";5041
"POINT (116.283973 39.796698)";5042
"POINT (116.283973 39.796698)";5043
"POINT (116.277553 39.85104)";5044
"POINT (116.277553 39.85104)";5045
"POINT (116.277267 39.86136)";5046
"POINT (116.277267 39.86136)";5047
"POINT (116.273962 39.870375)";5048
"POINT (116.273962 39.870375)";5049
"POINT (116.270025 39.879827)";5050
"POINT (116.270025 39.879827)";5051
"POINT (116.267963 39.889245)";5052
"POINT (116.267963 39.889245)";5053
"POINT (116.267988 39.899127)";5054
"POINT (116.267988 39.899127)";5055
"POINT (116.268032 39.908855)";5056
"POINT (116.268032 39.908855)";5057
"POINT (116.269087 39.918208)";5058
"POINT (116.269087 39.918208)";5059
"POINT (116.269207 39.927578)";5060
"POINT (116.269207 39.927578)";5061
"POINT (116.26827 39.937757)";5062
"POINT (116.26827 39.937757)";5063
"POINT (116.268977 39.946872)";5064
"POINT (116.268977 39.946872)";5065
"POINT (116.269682 39.956475)";5066
"POINT (116.269682 39.956475)";5067
"POINT (116.268812 39.965842)";5068
"POINT (116.270378 39.967768)";5069
"POINT (116.269652 39.968718)";5070
"POINT (116.26169 39.968973)";5071
"POINT (116.261693 39.972427)";5072
"POINT (116.263652 39.97243)";5073
"POINT (116.256633 39.972007)";5074
"POINT (116.251868 39.977805)";5075
"POINT (116.255702 39.98081)";5076
"POINT (116.251762 39.977675)";5077
"POINT (116.251762 39.977675)";5078
"POINT (116.25827 39.96986)";5079
"POINT (116.269768 39.968572)";5080
"POINT (116.26935 39.967173)";5081
"POINT (116.26935 39.967173)";5082
"POINT (116.279128 39.974035)";5083
"POINT (116.279128 39.974035)";5084
"POINT (116.287103 39.981302)";5085
"POINT (116.287103 39.981302)";5086
"POINT (116.298683 39.983762)";5087
"POINT (116.310023 39.983827)";5088
"POINT (116.310867 39.977635)";5089
"POINT (116.311068 39.979615)";5090
"POINT (116.31203 39.97961)";5091
"POINT (116.248422 39.976585)";5092
"POINT (116.287983 39.969785)";5093
"POINT (116.248422 39.976585)";5094
"POINT (116.270902 39.963135)";5095
"POINT (116.269283 39.964253)";5096
"POINT (116.26954 39.965)";5097
"POINT (116.268933 39.965703)";5098
"POINT (116.415998 37.308233)";5099
"POINT (116.922112 35.896723)";5100
"POINT (116.415998 37.308233)";5101
"POINT (116.422955 37.30047)";5102
"POINT (116.422955 37.30047)";5103
"POINT (116.43062 37.29138)";5104
"POINT (116.43062 37.29138)";5105
"POINT (116.440118 37.283605)";5106
"POINT (116.440118 37.283605)";5107
"POINT (116.448913 37.27605)";5108
"POINT (116.448913 37.27605)";5109
"POINT (116.456628 37.266825)";5110
"POINT (116.456628 37.266825)";5111
"POINT (116.462577 37.257372)";5112
"POINT (116.462577 37.257372)";5113
"POINT (116.467243 37.247253)";5114
"POINT (116.467243 37.247253)";5115
"POINT (116.47337 37.237868)";5116
"POINT (116.47337 37.237868)";5117
"POINT (116.480215 37.22857)";5118
"POINT (116.480215 37.22857)";5119
"POINT (116.48708 37.218777)";5120
"POINT (116.48708 37.218777)";5121
"POINT (116.494033 37.209272)";5122
"POINT (116.494033 37.209272)";5123
"POINT (116.498823 37.199558)";5124
"POINT (116.498823 37.199558)";5125
"POINT (116.504393 37.189672)";5126
"POINT (116.504393 37.189672)";5127
"POINT (116.5123 37.18023)";5128
"POINT (116.5123 37.18023)";5129
"POINT (116.635077 37.040217)";5130
"POINT (116.635077 37.040217)";5131
"POINT (116.647203 37.02889)";5132
"POINT (116.647203 37.02889)";5133
"POINT (116.654433 37.021502)";5134
"POINT (116.654433 37.021502)";5135
"POINT (116.660785 37.013287)";5136
"POINT (116.660785 37.013287)";5137
"POINT (116.665967 37.00352)";5138
"POINT (116.665967 37.00352)";5139
"POINT (116.67003 36.99324)";5140
"POINT (116.67003 36.99324)";5141
"POINT (116.674988 36.979038)";5142
"POINT (116.674988 36.979038)";5143
"POINT (116.679277 36.96865)";5144
"POINT (116.679277 36.96865)";5145
"POINT (116.685583 36.958608)";5146
"POINT (116.685583 36.958608)";5147
"POINT (116.691392 36.94915)";5148
"POINT (116.691392 36.94915)";5149
"POINT (116.697567 36.939447)";5150
"POINT (116.697567 36.939447)";5151
"POINT (116.703752 36.929635)";5152
"POINT (116.703752 36.929635)";5153
"POINT (116.708673 36.919408)";5154
"POINT (116.708673 36.919408)";5155
"POINT (116.713003 36.909785)";5156
"POINT (116.713003 36.909785)";5157
"POINT (116.720412 36.900483)";5158
"POINT (116.720412 36.900483)";5159
"POINT (116.7292 36.892007)";5160
"POINT (116.7292 36.892007)";5161
"POINT (116.737238 36.883928)";5162
"POINT (116.737238 36.883928)";5163
"POINT (116.74344 36.874835)";5164
"POINT (116.74344 36.874835)";5165
"POINT (116.748517 36.864405)";5166
"POINT (116.748517 36.864405)";5167
"POINT (116.753838 36.854042)";5168
"POINT (116.753838 36.854042)";5169
"POINT (116.760465 36.844337)";5170
"POINT (116.760465 36.844337)";5171
"POINT (116.765655 36.833805)";5172
"POINT (116.765655 36.833805)";5173
"POINT (116.772142 36.824188)";5174
"POINT (116.772142 36.824188)";5175
"POINT (116.77978 36.815868)";5176
"POINT (116.77978 36.815868)";5177
"POINT (116.785853 36.807255)";5178
"POINT (116.785853 36.807255)";5179
"POINT (116.791548 36.79816)";5180
"POINT (116.791548 36.79816)";5181
"POINT (116.797793 36.7902)";5182
"POINT (116.797793 36.7902)";5183
"POINT (116.805707 36.781842)";5184
"POINT (116.805707 36.781842)";5185
"POINT (116.814278 36.77394)";5186
"POINT (116.814278 36.77394)";5187
"POINT (116.822617 36.767755)";5188
"POINT (116.822617 36.767755)";5189
"POINT (116.832235 36.761288)";5190
"POINT (116.832235 36.761288)";5191
"POINT (116.840762 36.754298)";5192
"POINT (116.840762 36.754298)";5193
"POINT (116.847505 36.74596)";5194
"POINT (116.847505 36.74596)";5195
"POINT (116.852278 36.736377)";5196
"POINT (116.852278 36.736377)";5197
"POINT (116.85526 36.72742)";5198
"POINT (116.85526 36.72742)";5199
"POINT (116.8591 36.718072)";5200
"POINT (116.8591 36.718072)";5201
"POINT (116.865213 36.708187)";5202
"POINT (116.865213 36.708187)";5203
"POINT (116.87875 36.658383)";5204
"POINT (116.87875 36.658383)";5205
"POINT (116.879337 36.646833)";5206
"POINT (116.879337 36.646833)";5207
"POINT (116.881305 36.636247)";5208
"POINT (116.881305 36.636247)";5209
"POINT (116.882665 36.626603)";5210
"POINT (116.882665 36.626603)";5211
"POINT (116.88162 36.617322)";5212
"POINT (116.88162 36.617322)";5213
"POINT (116.878627 36.607518)";5214
"POINT (116.878627 36.607518)";5215
"POINT (116.873508 36.598225)";5216
"POINT (116.873508 36.598225)";5217
"POINT (116.866502 36.589408)";5218
"POINT (116.866502 36.589408)";5219
"POINT (116.86059 36.580813)";5220
"POINT (116.86059 36.580813)";5221
"POINT (116.855293 36.571827)";5222
"POINT (116.855293 36.571827)";5223
"POINT (116.84947 36.562277)";5224
"POINT (116.84947 36.562277)";5225
"POINT (116.844933 36.553815)";5226
"POINT (116.844933 36.553815)";5227
"POINT (116.843738 36.543818)";5228
"POINT (116.843738 36.543818)";5229
"POINT (116.841597 36.533355)";5230
"POINT (116.841597 36.533355)";5231
"POINT (116.840242 36.522805)";5232
"POINT (116.840242 36.522805)";5233
"POINT (116.84007 36.510898)";5234
"POINT (116.84007 36.510898)";5235
"POINT (116.844263 36.49993)";5236
"POINT (116.844263 36.49993)";5237
"POINT (116.852062 36.491638)";5238
"POINT (116.852062 36.491638)";5239
"POINT (116.859675 36.483113)";5240
"POINT (116.859675 36.483113)";5241
"POINT (116.865153 36.473632)";5242
"POINT (116.865153 36.473632)";5243
"POINT (116.874243 36.465645)";5244
"POINT (116.874243 36.465645)";5245
"POINT (116.88145 36.457167)";5246
"POINT (116.88145 36.457167)";5247
"POINT (116.884838 36.448557)";5248
"POINT (116.884838 36.448557)";5249
"POINT (116.886703 36.43932)";5250
"POINT (116.886703 36.43932)";5251
"POINT (116.888042 36.429157)";5252
"POINT (116.888042 36.429157)";5253
"POINT (116.889422 36.418475)";5254
"POINT (116.889422 36.418475)";5255
"POINT (116.890772 36.407318)";5256
"POINT (116.890772 36.407318)";5257
"POINT (116.894263 36.396065)";5258
"POINT (116.894263 36.396065)";5259
"POINT (116.896533 36.38612)";5260
"POINT (116.896533 36.38612)";5261
"POINT (116.896957 36.375273)";5262
"POINT (116.896957 36.375273)";5263
"POINT (116.898252 36.364433)";5264
"POINT (116.898252 36.364433)";5265
"POINT (116.900683 36.353313)";5266
"POINT (116.900683 36.353313)";5267
"POINT (116.901435 36.342722)";5268
"POINT (116.901435 36.342722)";5269
"POINT (116.903082 36.332213)";5270
"POINT (116.903082 36.332213)";5271
"POINT (116.908888 36.323408)";5272
"POINT (116.908888 36.323408)";5273
"POINT (116.917675 36.314257)";5274
"POINT (116.917675 36.314257)";5275
"POINT (116.927073 36.306097)";5276
"POINT (116.927073 36.306097)";5277
"POINT (116.935625 36.299133)";5278
"POINT (116.935625 36.299133)";5279
"POINT (116.944213 36.292005)";5280
"POINT (116.944213 36.292005)";5281
"POINT (116.952252 36.283783)";5282
"POINT (116.952252 36.283783)";5283
"POINT (116.959277 36.276263)";5284
"POINT (116.959277 36.276263)";5285
"POINT (116.966547 36.268455)";5286
"POINT (116.966547 36.268455)";5287
"POINT (116.973697 36.259247)";5288
"POINT (116.973697 36.259247)";5289
"POINT (116.979938 36.249832)";5290
"POINT (116.979938 36.249832)";5291
"POINT (116.984818 36.239643)";5292
"POINT (116.984818 36.239643)";5293
"POINT (116.988438 36.229478)";5294
"POINT (116.988438 36.229478)";5295
"POINT (116.98936 36.219357)";5296
"POINT (116.98936 36.219357)";5297
"POINT (116.990647 36.210335)";5298
"POINT (116.990647 36.210335)";5299
"POINT (116.993908 36.199753)";5300
"POINT (116.993908 36.199753)";5301
"POINT (117.000813 36.190892)";5302
"POINT (117.000813 36.190892)";5303
"POINT (117.011607 36.183808)";5304
"POINT (117.011607 36.183808)";5305
"POINT (117.02158 36.176618)";5306
"POINT (117.02158 36.176618)";5307
"POINT (117.028925 36.166957)";5308
"POINT (117.028925 36.166957)";5309
"POINT (117.036063 36.15703)";5310
"POINT (117.036063 36.15703)";5311
"POINT (117.041223 36.147757)";5312
"POINT (117.041223 36.147757)";5313
"POINT (117.04595 36.138045)";5314
"POINT (117.04595 36.138045)";5315
"POINT (117.050015 36.12814)";5316
"POINT (117.050015 36.12814)";5317
"POINT (117.055498 36.118462)";5318
"POINT (117.055498 36.118462)";5319
"POINT (117.06283 36.109502)";5320
"POINT (117.06283 36.109502)";5321
"POINT (117.06887 36.099873)";5322
"POINT (117.06887 36.099873)";5323
"POINT (117.076213 36.089777)";5324
"POINT (117.076213 36.089777)";5325
"POINT (117.083457 36.081105)";5326
"POINT (117.083457 36.081105)";5327
"POINT (117.088303 36.071902)";5328
"POINT (117.088303 36.071902)";5329
"POINT (117.091072 36.061148)";5330
"POINT (117.091072 36.061148)";5331
"POINT (117.091933 36.050017)";5332
"POINT (117.091933 36.050017)";5333
"POINT (117.092563 36.038433)";5334
"POINT (117.092563 36.038433)";5335
"POINT (117.09433 36.027943)";5336
"POINT (117.09433 36.027943)";5337
"POINT (117.097083 36.01685)";5338
"POINT (117.097083 36.01685)";5339
"POINT (117.098108 36.005945)";5340
"POINT (117.098108 36.005945)";5341
"POINT (117.097532 35.9943)";5342
"POINT (117.097532 35.9943)";5343
"POINT (117.095363 35.983392)";5344
"POINT (117.095363 35.983392)";5345
"POINT (117.088772 35.972825)";5346
"POINT (117.088772 35.972825)";5347
"POINT (117.059148 35.935892)";5348
"POINT (117.059148 35.935892)";5349
"POINT (117.04833 35.939345)";5350
"POINT (117.04893 35.939332)";5351
"POINT (117.049368 35.939183)";5352
"POINT (117.04917 35.941982)";5353
"POINT (117.04703 35.933957)";5354
"POINT (117.04703 35.933957)";5355
"POINT (117.075453 35.931658)";5356
"POINT (117.075553 35.931553)";5357
"POINT (117.07615 35.934248)";5358
"POINT (117.07615 35.934248)";5359
"POINT (116.973835 35.917947)";5360
"POINT (116.974655 35.91577)";5361
"POINT (116.974655 35.91577)";5362
"POINT (116.96452 35.905865)";5363
"POINT (116.96452 35.905865)";5364
"POINT (116.953122 35.901868)";5365
"POINT (116.953122 35.901868)";5366
"POINT (116.925365 35.897075)";5367
"POINT (116.284185 39.977853)";5368
"POINT (116.306975 39.984153)";5369
"POINT (116.284147 39.978042)";5370
"POINT (116.28859 39.98158)";5371
"POINT (116.29049 39.9823)";5372
"POINT (116.291467 39.981675)";5373
"POINT (116.293215 39.982363)";5374
"POINT (116.29473 39.982103)";5375
"POINT (116.29545 39.982942)";5376
"POINT (116.298118 39.98321)";5377
"POINT (116.298338 39.983575)";5378
"POINT (116.30301 39.983775)";5379
"POINT (116.304165 39.983718)";5380
"POINT (116.26929 39.964437)";5381
"POINT (116.255358 39.981417)";5382
"POINT (116.26929 39.964437)";5383
"POINT (116.270737 39.965232)";5384
"POINT (116.269507 39.969293)";5385
"POINT (116.259367 39.968788)";5386
"POINT (116.259367 39.968788)";5387
"POINT (116.252818 39.976728)";5388
"POINT (116.251977 39.977587)";5389
"POINT (116.253253 39.97874)";5390
"POINT (116.255477 39.980575)";5391
"POINT (116.255652 39.981102)";5392
"POINT (116.270467 39.958375)";5393
"POINT (116.25572 39.980937)";5394
"POINT (116.25208 39.977138)";5395
"POINT (116.254642 39.97461)";5396
"POINT (116.254668 39.973708)";5397
"POINT (116.257943 39.972143)";5398
"POINT (116.255672 39.972737)";5399
"POINT (116.255672 39.972737)";5400
"POINT (116.266765 39.96854)";5401
"POINT (116.268297 39.967795)";5402
"POINT (116.268275 39.965503)";5403
"POINT (116.268947 39.964748)";5404
"POINT (116.308797 39.982833)";5405
"POINT (116.3066 39.981587)";5406
"POINT (116.308755 39.982747)";5407
"POINT (116.308475 39.982157)";5408
"POINT (116.310822 39.98231)";5409
"POINT (116.310998 39.976195)";5410
"POINT (116.310998 39.976195)";5411
"POINT (116.314325 39.967392)";5412
"POINT (116.315248 39.965665)";5413
"POINT (116.32423 39.966032)";5414
"POINT (116.327743 39.965922)";5415
"POINT (116.327743 39.965922)";5416
"POINT (116.329002 39.956595)";5417
"POINT (116.329002 39.956595)";5418
"POINT (116.332572 39.947723)";5419
"POINT (116.336465 39.944827)";5420
"POINT (116.336465 39.944827)";5421
"POINT (116.337502 39.93499)";5422
"POINT (116.33771 39.927295)";5423
"POINT (116.327823 39.92681)";5424
"POINT (116.328362 39.9286)";5425
"POINT (116.326872 39.930432)";5426
"POINT (116.325697 39.930162)";5427
"POINT (116.325833 39.929153)";5428
"POINT (116.32687 39.928833)";5429
"POINT (116.32776 39.929447)";5430
"POINT (116.328263 39.925605)";5431
"POINT (116.337788 39.926998)";5432
"POINT (116.337788 39.926998)";5433
"POINT (116.33668 39.936238)";5434
"POINT (116.33668 39.936238)";5435
"POINT (116.336088 39.945405)";5436
"POINT (116.336088 39.945405)";5437
"POINT (116.329537 39.953103)";5438
"POINT (116.329537 39.953103)";5439
"POINT (116.328493 39.962147)";5440
"POINT (116.328322 39.965943)";5441
"POINT (116.328322 39.965943)";5442
"POINT (116.340147 39.966077)";5443
"POINT (116.340147 39.966077)";5444
"POINT (116.353673 39.966342)";5445
"POINT (116.353673 39.966342)";5446
"POINT (116.366387 39.966577)";5447
"POINT (116.366387 39.966577)";5448
"POINT (116.37889 39.966857)";5449
"POINT (116.37889 39.966857)";5450
"POINT (116.390772 39.967165)";5451
"POINT (116.390772 39.967165)";5452
"POINT (116.402768 39.967535)";5453
"POINT (116.402768 39.967535)";5454
"POINT (116.415367 39.967853)";5455
"POINT (116.426322 39.968028)";5456
"POINT (116.426322 39.968028)";5457
"POINT (116.431343 39.978227)";5458
"POINT (116.438082 39.985063)";5459
